multi_messenger_id,n_surveys,surveys,combined_score,rank_score,mean_ra,mean_dec
,2,gaia-dr3|neowise,0.8604762849863618,1.7209525699727235,243.4883751153818,33.74765008237571
,2,gaia-dr3|neowise,0.8555709940847009,1.7111419881694019,132.63444256246493,-33.610845303877895
,2,gaia-dr3|neowise,0.8524615748319775,1.704923149663955,35.70878453051779,-55.283884232117565
,2,gaia-dr3|neowise,0.8361167237162589,1.6722334474325178,110.67646985555574,-87.02995270045987
,2,gaia-dr3|neowise,0.8243385425303131,1.6486770850606263,352.5924794367404,37.655816154108976
,2,gaia-dr3|neowise,0.8240208793431518,1.6480417586863036,121.06612241911876,69.0486397537966
,2,gaia-dr3|neowise,0.8239488147664814,1.6478976295329628,200.97768437476137,-62.961890762618886
,2,gaia-dr3|neowise,0.8117935615591704,1.6235871231183407,44.572657944551146,-84.9872174095427
,2,gaia-dr3|neowise,0.8086260331328958,1.6172520662657917,15.13486066149454,-22.13133034977376
,2,gaia-dr3|neowise,0.7972452412359414,1.5944904824718829,203.89744112455227,13.277841080501672
,2,gaia-dr3|neowise,0.7890226067975163,1.5780452135950327,339.2551411876875,40.41326529141693
,2,gaia-dr3|neowise,0.7808250640518963,1.5616501281037927,238.95394406080104,60.65757188187206
,2,gaia-dr3|neowise,0.7778755160979927,1.5557510321959853,103.18482843358667,-25.993554483995027
,2,gaia-dr3|neowise,0.7720151785761118,1.5440303571522236,119.1507624686078,54.1833029830886
,2,gaia-dr3|neowise,0.7628245358355341,1.5256490716710682,355.5953600835258,59.68147928417315
,2,gaia-dr3|neowise,0.7562223975546658,1.5124447951093316,187.27418727808552,-59.47305146633713
,2,gaia-dr3|neowise,0.7433646363206206,1.486729272641241,19.893287533988406,-80.6155823506237
,2,gaia-dr3|neowise,0.7402654755860565,1.480530951172113,172.9517992456509,-34.06857323408253
,2,gaia-dr3|neowise,0.7372880575712769,1.4745761151425538,341.67896666013536,-64.44025124745818
,2,gaia-dr3|neowise,0.7263629473745823,1.4527258947491646,239.94956555963623,-74.80188464997774
,2,gaia-dr3|neowise,0.7245873101055622,1.4491746202111244,241.97538654722396,-89.96580080198294
,2,gaia-dr3|neowise,0.7092147991061211,1.4184295982122421,319.9846684771898,3.3231149423652937
,2,gaia-dr3|neowise,0.7087479089386761,1.4174958178773522,265.6678616849045,29.006466114498977
,2,gaia-dr3|neowise,0.705855233594775,1.41171046718955,289.9080414644466,-79.80116075504053
,2,gaia-dr3|neowise,0.7002471350133419,1.4004942700266838,138.4425608981766,-87.30250822918013
,2,gaia-dr3|neowise,0.691917912568897,1.383835825137794,315.61648428357466,-2.1409066156945897
,2,gaia-dr3|neowise,0.6880727098323405,1.376145419664681,115.31881608702865,39.66457254302429
,2,gaia-dr3|neowise,0.6683019436895846,1.3366038873791692,259.3446886471033,-71.3274688040787
,2,gaia-dr3|neowise,0.6613010941073298,1.3226021882146597,107.97824570987764,-7.04876370342042
,2,gaia-dr3|neowise,0.6476199231110513,1.2952398462221026,48.60521572443124,-74.497091388404
,2,gaia-dr3|neowise,0.6359700304456054,1.2719400608912108,169.86222139997318,-7.687752706180561
,2,gaia-dr3|neowise,0.6117023201659322,1.2234046403318644,141.7954567272336,-30.90344569751129
,2,gaia-dr3|neowise,0.6087275904137641,1.2174551808275282,73.10249486296826,-77.33144760465568
,2,gaia-dr3|neowise,0.6032709637656806,1.2065419275313611,262.85639342278705,-72.38057588113847
,2,gaia-dr3|neowise,0.5677948966622351,1.1355897933244703,71.66687135049263,80.28624745202467
,2,gaia-dr3|neowise,0.5278306119143963,1.0556612238287926,97.66359389220865,-65.6201324224471
,2,gaia-dr3|neowise,0.5058821092825381,1.0117642185650761,215.98788311920384,67.76455713287231
,2,gaia-dr3|neowise,0.491770675871521,0.983541351743042,211.1281694379742,-29.957980972185556
,2,gaia-dr3|neowise,0.4826467267703265,0.965293453540653,17.809142544323148,35.70561282629269
,2,gaia-dr3|neowise,0.4550481326878071,0.9100962653756142,183.7022479660761,-52.0547054908862
,2,gaia-dr3|neowise,0.43790874816477277,0.8758174963295455,119.87365676876048,55.76736343732449
,2,gaia-dr3|neowise,0.4377205466153098,0.8754410932306196,51.97476214084113,-31.918932906815087
,2,gaia-dr3|neowise,0.41274031763896324,0.8254806352779265,169.64556588345408,-70.50180793490799
