index,base_idx,type,amplitude,amp_multiplier,cx,cy,score,detected_99,detected_95
0,4712,gaussian_bump,0.027647,0.5,48,11,0.604298,False,False
1,2856,cold_spot,0.027647,0.5,46,18,0.655325,False,False
2,646,edge_feature,0.027647,0.5,32,32,0.486978,False,False
3,2822,edge_feature,0.027647,0.5,32,32,0.607888,False,False
4,2498,gaussian_bump,0.027647,0.5,27,12,0.711215,False,False
5,1272,gaussian_bump,0.027647,0.5,48,11,0.640311,False,False
6,4439,cold_spot,0.027647,0.5,41,35,0.625091,False,False
7,1049,cold_spot,0.027647,0.5,48,26,0.674996,False,False
8,2787,gaussian_bump,0.027647,0.5,33,34,0.587079,False,False
9,4938,gaussian_bump,0.027647,0.5,32,23,0.544873,False,False
10,1236,cold_spot,0.027647,0.5,19,40,0.545298,False,False
11,2805,gaussian_bump,0.027647,0.5,28,50,0.599358,False,False
12,3298,edge_feature,0.027647,0.5,32,32,0.601774,False,False
13,2479,cold_spot,0.027647,0.5,30,22,0.705978,False,False
14,127,edge_feature,0.027647,0.5,32,32,0.374292,False,False
15,3819,cold_spot,0.027647,0.5,31,20,0.596578,False,False
16,2836,cold_spot,0.027647,0.5,43,31,0.703545,False,False
17,3502,gaussian_bump,0.027647,0.5,19,21,0.609019,False,False
18,3611,cold_spot,0.027647,0.5,19,32,0.622591,False,False
19,1258,gaussian_bump,0.027647,0.5,32,29,0.508891,False,False
20,1575,cold_spot,0.027647,0.5,24,36,0.704395,False,False
21,4248,cold_spot,0.027647,0.5,49,17,0.539988,False,False
22,2846,edge_feature,0.027647,0.5,32,32,0.719319,False,False
23,4321,cold_spot,0.027647,0.5,20,31,0.665544,False,False
24,4701,cold_spot,0.027647,0.5,51,22,0.540329,False,False
25,4393,cold_spot,0.027647,0.5,40,17,0.602251,False,False
26,1795,edge_feature,0.027647,0.5,32,32,0.594376,False,False
27,3219,gaussian_bump,0.027647,0.5,11,11,0.626113,False,False
28,2652,cold_spot,0.027647,0.5,33,31,0.67878,False,False
29,3185,cold_spot,0.027647,0.5,43,51,0.609494,False,False
30,2605,gaussian_bump,0.027647,0.5,11,38,0.523659,False,False
31,2435,edge_feature,0.027647,0.5,32,32,0.638108,False,False
32,156,gaussian_bump,0.027647,0.5,27,11,0.568831,False,False
33,1560,cold_spot,0.027647,0.5,47,17,0.677078,False,False
34,2976,gaussian_bump,0.027647,0.5,37,42,0.507725,False,False
35,2185,cold_spot,0.027647,0.5,32,29,0.479782,False,False
36,846,gaussian_bump,0.027647,0.5,34,42,0.572031,False,False
37,1292,cold_spot,0.027647,0.5,22,14,0.631058,False,False
38,3919,edge_feature,0.027647,0.5,32,32,0.53105,False,False
39,3135,cold_spot,0.027647,0.5,39,23,0.551697,False,False
40,3736,gaussian_bump,0.027647,0.5,42,30,0.571876,False,False
41,4540,edge_feature,0.027647,0.5,32,32,0.568676,False,False
42,4118,gaussian_bump,0.027647,0.5,36,51,0.537894,False,False
43,2665,gaussian_bump,0.027647,0.5,38,39,0.584453,False,False
44,2496,edge_feature,0.027647,0.5,32,32,0.582192,False,False
45,3252,edge_feature,0.027647,0.5,32,32,0.640509,False,False
46,3120,cold_spot,0.027647,0.5,17,20,0.700931,False,False
47,4265,cold_spot,0.027647,0.5,20,37,0.582958,False,False
48,979,edge_feature,0.027647,0.5,32,32,0.537492,False,False
49,1673,gaussian_bump,0.027647,0.5,40,48,0.638497,False,False
50,4046,edge_feature,0.027647,0.5,32,32,0.674853,False,False
51,2454,edge_feature,0.027647,0.5,32,32,0.51098,False,False
52,3253,gaussian_bump,0.027647,0.5,18,11,0.606873,False,False
53,1661,gaussian_bump,0.027647,0.5,25,32,0.636105,False,False
54,1448,edge_feature,0.027647,0.5,32,32,0.639994,False,False
55,1640,gaussian_bump,0.027647,0.5,27,33,0.721514,False,True
56,3638,gaussian_bump,0.027647,0.5,28,42,0.66968,False,False
57,4904,edge_feature,0.027647,0.5,32,32,0.446615,False,False
58,631,gaussian_bump,0.027647,0.5,11,41,0.534013,False,False
59,1704,cold_spot,0.027647,0.5,27,44,0.693056,False,False
60,4799,edge_feature,0.027647,0.5,32,32,0.515441,False,False
61,1339,cold_spot,0.027647,0.5,15,21,0.623737,False,False
62,2833,gaussian_bump,0.027647,0.5,40,27,0.619708,False,False
63,4430,cold_spot,0.027647,0.5,50,25,0.660368,False,False
64,292,edge_feature,0.027647,0.5,32,32,0.42106,False,False
65,3206,gaussian_bump,0.027647,0.5,44,17,0.609626,False,False
66,490,gaussian_bump,0.027647,0.5,15,52,0.58039,False,False
67,1009,gaussian_bump,0.027647,0.5,29,39,0.638052,False,False
68,418,gaussian_bump,0.027647,0.5,40,47,0.723682,False,True
69,1036,gaussian_bump,0.027647,0.5,42,42,0.65421,False,False
70,2682,edge_feature,0.027647,0.5,32,32,0.46615,False,False
71,1344,edge_feature,0.027647,0.5,32,32,0.582348,False,False
72,4964,edge_feature,0.027647,0.5,32,32,0.46953,False,False
73,703,cold_spot,0.027647,0.5,40,38,0.576838,False,False
74,985,cold_spot,0.027647,0.5,28,28,0.601968,False,False
75,747,gaussian_bump,0.027647,0.5,45,14,0.565918,False,False
76,218,edge_feature,0.027647,0.5,32,32,0.509507,False,False
77,4632,edge_feature,0.027647,0.5,32,32,0.429757,False,False
78,3843,edge_feature,0.027647,0.5,32,32,0.47708,False,False
79,1469,gaussian_bump,0.027647,0.5,44,46,0.630175,False,False
80,374,gaussian_bump,0.027647,0.5,12,25,0.594318,False,False
81,191,cold_spot,0.027647,0.5,24,34,0.529601,False,False
82,4536,cold_spot,0.027647,0.5,20,18,0.616112,False,False
83,4776,edge_feature,0.027647,0.5,32,32,0.422989,False,False
84,3475,edge_feature,0.027647,0.5,32,32,0.584755,False,False
85,1774,cold_spot,0.027647,0.5,23,23,0.651869,False,False
86,3805,edge_feature,0.027647,0.5,32,32,0.410384,False,False
87,4552,cold_spot,0.027647,0.5,29,45,0.603465,False,False
88,1080,edge_feature,0.027647,0.5,32,32,0.462226,False,False
89,1298,gaussian_bump,0.027647,0.5,32,50,0.575241,False,False
90,3432,cold_spot,0.027647,0.5,34,15,0.552816,False,False
91,4809,gaussian_bump,0.027647,0.5,21,30,0.505837,False,False
92,909,cold_spot,0.027647,0.5,12,31,0.597541,False,False
93,3436,edge_feature,0.027647,0.5,32,32,0.695083,False,False
94,2969,cold_spot,0.027647,0.5,15,40,0.612172,False,False
95,269,gaussian_bump,0.027647,0.5,14,22,0.570799,False,False
96,398,edge_feature,0.027647,0.5,32,32,0.64851,False,False
97,819,edge_feature,0.027647,0.5,32,32,0.418467,False,False
98,3435,edge_feature,0.027647,0.5,32,32,0.535163,False,False
99,2015,cold_spot,0.027647,0.5,16,30,0.630533,False,False
100,2093,gaussian_bump,0.027647,0.5,29,31,0.635623,False,False
101,1300,edge_feature,0.027647,0.5,32,32,0.558323,False,False
102,408,edge_feature,0.027647,0.5,32,32,0.642537,False,False
103,1911,gaussian_bump,0.027647,0.5,33,38,0.607907,False,False
104,736,cold_spot,0.027647,0.5,25,49,0.705708,False,False
105,1564,gaussian_bump,0.027647,0.5,20,39,0.674447,False,False
106,2501,gaussian_bump,0.027647,0.5,30,10,0.484147,False,False
107,68,gaussian_bump,0.027647,0.5,32,18,0.533433,False,False
108,1243,edge_feature,0.027647,0.5,32,32,0.584362,False,False
109,1577,gaussian_bump,0.027647,0.5,42,52,0.554236,False,False
110,874,edge_feature,0.027647,0.5,32,32,0.436908,False,False
111,2364,cold_spot,0.027647,0.5,32,32,0.581392,False,False
112,129,edge_feature,0.027647,0.5,32,32,0.58389,False,False
113,59,gaussian_bump,0.027647,0.5,48,48,0.545282,False,False
114,2388,cold_spot,0.027647,0.5,40,32,0.765717,True,True
115,413,edge_feature,0.027647,0.5,32,32,0.49494,False,False
116,1520,cold_spot,0.027647,0.5,21,30,0.722361,False,True
117,3262,cold_spot,0.027647,0.5,29,47,0.58993,False,False
118,1134,edge_feature,0.027647,0.5,32,32,0.560122,False,False
119,2721,gaussian_bump,0.027647,0.5,36,34,0.560498,False,False
120,1567,edge_feature,0.027647,0.5,32,32,0.457454,False,False
121,4401,gaussian_bump,0.027647,0.5,44,48,0.628015,False,False
122,4730,gaussian_bump,0.027647,0.5,23,14,0.57677,False,False
123,1521,gaussian_bump,0.027647,0.5,17,33,0.515487,False,False
124,3790,cold_spot,0.027647,0.5,15,48,0.606001,False,False
125,1949,gaussian_bump,0.027647,0.5,20,38,0.638411,False,False
126,3242,cold_spot,0.027647,0.5,46,37,0.613748,False,False
127,1351,edge_feature,0.027647,0.5,32,32,0.409612,False,False
128,3400,cold_spot,0.027647,0.5,41,49,0.65803,False,False
129,878,edge_feature,0.027647,0.5,32,32,0.411292,False,False
130,1246,gaussian_bump,0.027647,0.5,23,28,0.631284,False,False
131,1262,cold_spot,0.027647,0.5,36,28,0.572304,False,False
132,4155,edge_feature,0.027647,0.5,32,32,0.512239,False,False
133,470,cold_spot,0.027647,0.5,18,34,0.614561,False,False
134,3832,edge_feature,0.027647,0.5,32,32,0.524246,False,False
135,1601,edge_feature,0.027647,0.5,32,32,0.621182,False,False
136,1481,edge_feature,0.027647,0.5,32,32,0.410566,False,False
137,1736,gaussian_bump,0.027647,0.5,10,12,0.655635,False,False
138,4041,cold_spot,0.027647,0.5,30,30,0.544598,False,False
139,3126,edge_feature,0.027647,0.5,32,32,0.546337,False,False
140,1499,gaussian_bump,0.027647,0.5,11,25,0.681806,False,False
141,3919,cold_spot,0.027647,0.5,28,31,0.57258,False,False
142,1038,edge_feature,0.027647,0.5,32,32,0.531502,False,False
143,1539,edge_feature,0.027647,0.5,32,32,0.638537,False,False
144,2443,edge_feature,0.027647,0.5,32,32,0.478468,False,False
145,2607,cold_spot,0.027647,0.5,46,49,0.611375,False,False
146,3934,cold_spot,0.027647,0.5,27,48,0.619054,False,False
147,4151,cold_spot,0.027647,0.5,17,26,0.610765,False,False
148,1032,cold_spot,0.027647,0.5,25,19,0.510392,False,False
149,3090,edge_feature,0.027647,0.5,32,32,0.481406,False,False
150,1462,gaussian_bump,0.027647,0.5,12,39,0.558857,False,False
151,4553,cold_spot,0.027647,0.5,31,42,0.60891,False,False
152,2804,gaussian_bump,0.027647,0.5,43,39,0.537579,False,False
153,4397,gaussian_bump,0.027647,0.5,32,51,0.562059,False,False
154,712,cold_spot,0.027647,0.5,24,31,0.649994,False,False
155,4600,gaussian_bump,0.027647,0.5,25,43,0.58176,False,False
156,850,cold_spot,0.027647,0.5,33,28,0.589735,False,False
157,3505,gaussian_bump,0.027647,0.5,41,16,0.649612,False,False
158,571,cold_spot,0.027647,0.5,50,50,0.616516,False,False
159,2687,cold_spot,0.027647,0.5,29,16,0.652549,False,False
160,833,cold_spot,0.027647,0.5,24,33,0.640827,False,False
161,4629,gaussian_bump,0.027647,0.5,18,16,0.561886,False,False
162,219,cold_spot,0.027647,0.5,38,18,0.590654,False,False
163,3800,cold_spot,0.027647,0.5,29,46,0.582347,False,False
164,4597,cold_spot,0.027647,0.5,33,13,0.566664,False,False
165,3993,gaussian_bump,0.027647,0.5,17,41,0.665399,False,False
166,1084,gaussian_bump,0.027647,0.5,20,27,0.625459,False,False
167,3418,cold_spot,0.027647,0.5,34,49,0.523832,False,False
168,667,cold_spot,0.027647,0.5,13,30,0.62464,False,False
169,4360,cold_spot,0.027647,0.5,16,33,0.59219,False,False
170,4800,edge_feature,0.027647,0.5,32,32,0.58433,False,False
171,3631,cold_spot,0.027647,0.5,28,46,0.665774,False,False
172,1064,edge_feature,0.027647,0.5,32,32,0.438903,False,False
173,3796,cold_spot,0.027647,0.5,23,50,0.551126,False,False
174,1732,gaussian_bump,0.027647,0.5,17,32,0.699793,False,False
175,3776,edge_feature,0.027647,0.5,32,32,0.544742,False,False
176,4582,gaussian_bump,0.027647,0.5,23,31,0.683429,False,False
177,1528,gaussian_bump,0.027647,0.5,10,33,0.61676,False,False
178,3948,gaussian_bump,0.027647,0.5,35,38,0.618524,False,False
179,2696,edge_feature,0.027647,0.5,32,32,0.63785,False,False
180,318,gaussian_bump,0.027647,0.5,26,31,0.582828,False,False
181,3737,gaussian_bump,0.027647,0.5,16,26,0.597696,False,False
182,4063,cold_spot,0.027647,0.5,31,13,0.540317,False,False
183,638,cold_spot,0.027647,0.5,27,17,0.469292,False,False
184,3576,edge_feature,0.027647,0.5,32,32,0.552303,False,False
185,2014,gaussian_bump,0.027647,0.5,41,37,0.652942,False,False
186,4178,edge_feature,0.027647,0.5,32,32,0.446056,False,False
187,4128,cold_spot,0.027647,0.5,37,30,0.617926,False,False
188,2005,gaussian_bump,0.027647,0.5,38,46,0.624098,False,False
189,1349,cold_spot,0.027647,0.5,12,51,0.549781,False,False
190,1962,gaussian_bump,0.027647,0.5,33,10,0.641867,False,False
191,2832,cold_spot,0.027647,0.5,30,48,0.817344,True,True
192,4680,cold_spot,0.027647,0.5,14,37,0.548401,False,False
193,4390,edge_feature,0.027647,0.5,32,32,0.610272,False,False
194,1415,cold_spot,0.027647,0.5,17,46,0.552293,False,False
195,629,gaussian_bump,0.027647,0.5,31,53,0.553336,False,False
196,2690,cold_spot,0.027647,0.5,33,45,0.667154,False,False
197,2163,gaussian_bump,0.027647,0.5,40,34,0.652048,False,False
198,567,cold_spot,0.027647,0.5,39,37,0.533803,False,False
199,1913,cold_spot,0.027647,0.5,31,42,0.753136,False,True
0,4197,edge_feature,0.055294,1.0,32,32,0.395683,False,False
1,4330,gaussian_bump,0.055294,1.0,20,50,0.458701,False,False
2,2874,edge_feature,0.055294,1.0,32,32,0.358476,False,False
3,821,gaussian_bump,0.055294,1.0,23,46,0.633707,False,False
4,3396,gaussian_bump,0.055294,1.0,48,21,0.596892,False,False
5,3555,cold_spot,0.055294,1.0,30,21,0.603262,False,False
6,4208,cold_spot,0.055294,1.0,47,46,0.562084,False,False
7,2721,edge_feature,0.055294,1.0,32,32,0.455652,False,False
8,62,gaussian_bump,0.055294,1.0,45,38,0.717723,False,False
9,2091,gaussian_bump,0.055294,1.0,50,13,0.67626,False,False
10,3753,edge_feature,0.055294,1.0,32,32,0.403848,False,False
11,2352,gaussian_bump,0.055294,1.0,35,52,0.689972,False,False
12,2557,cold_spot,0.055294,1.0,44,21,0.509634,False,False
13,3316,gaussian_bump,0.055294,1.0,32,29,0.654695,False,False
14,2464,gaussian_bump,0.055294,1.0,48,39,0.681852,False,False
15,2123,edge_feature,0.055294,1.0,32,32,0.320045,False,False
16,3398,edge_feature,0.055294,1.0,32,32,0.578154,False,False
17,216,edge_feature,0.055294,1.0,32,32,0.246709,False,False
18,528,cold_spot,0.055294,1.0,30,26,0.783742,True,True
19,3997,edge_feature,0.055294,1.0,32,32,0.535293,False,False
20,1830,edge_feature,0.055294,1.0,32,32,0.31023,False,False
21,4635,edge_feature,0.055294,1.0,32,32,0.506023,False,False
22,2329,edge_feature,0.055294,1.0,32,32,0.357498,False,False
23,817,edge_feature,0.055294,1.0,32,32,0.343763,False,False
24,1887,edge_feature,0.055294,1.0,32,32,0.303809,False,False
25,929,cold_spot,0.055294,1.0,13,36,0.650457,False,False
26,2414,gaussian_bump,0.055294,1.0,33,50,0.533224,False,False
27,4296,cold_spot,0.055294,1.0,40,12,0.629944,False,False
28,1772,gaussian_bump,0.055294,1.0,40,21,0.488732,False,False
29,2345,gaussian_bump,0.055294,1.0,16,38,0.569888,False,False
30,382,gaussian_bump,0.055294,1.0,33,11,0.655786,False,False
31,3882,edge_feature,0.055294,1.0,32,32,0.431736,False,False
32,3175,cold_spot,0.055294,1.0,26,18,0.589619,False,False
33,122,cold_spot,0.055294,1.0,33,50,0.586008,False,False
34,3316,cold_spot,0.055294,1.0,42,16,0.654931,False,False
35,612,gaussian_bump,0.055294,1.0,50,23,0.612087,False,False
36,4513,cold_spot,0.055294,1.0,17,47,0.610653,False,False
37,4241,cold_spot,0.055294,1.0,44,48,0.599381,False,False
38,2726,gaussian_bump,0.055294,1.0,37,43,0.594978,False,False
39,4692,edge_feature,0.055294,1.0,32,32,0.391897,False,False
40,1335,edge_feature,0.055294,1.0,32,32,0.442174,False,False
41,1155,edge_feature,0.055294,1.0,32,32,0.419236,False,False
42,1770,gaussian_bump,0.055294,1.0,47,40,0.562209,False,False
43,2634,cold_spot,0.055294,1.0,18,29,0.646903,False,False
44,2907,gaussian_bump,0.055294,1.0,29,50,0.491347,False,False
45,4003,cold_spot,0.055294,1.0,49,48,0.710324,False,False
46,2331,cold_spot,0.055294,1.0,25,26,0.694218,False,False
47,3676,cold_spot,0.055294,1.0,45,28,0.638093,False,False
48,1956,edge_feature,0.055294,1.0,32,32,0.449091,False,False
49,3271,cold_spot,0.055294,1.0,31,51,0.568028,False,False
50,3294,edge_feature,0.055294,1.0,32,32,0.361372,False,False
51,3637,cold_spot,0.055294,1.0,46,17,0.630601,False,False
52,903,gaussian_bump,0.055294,1.0,18,15,0.713743,False,False
53,4833,cold_spot,0.055294,1.0,51,20,0.678414,False,False
54,3269,edge_feature,0.055294,1.0,32,32,0.372353,False,False
55,161,cold_spot,0.055294,1.0,48,31,0.752442,False,True
56,2883,cold_spot,0.055294,1.0,47,25,0.628194,False,False
57,4815,edge_feature,0.055294,1.0,32,32,0.39114,False,False
58,4896,gaussian_bump,0.055294,1.0,44,27,0.656976,False,False
59,3956,edge_feature,0.055294,1.0,32,32,0.42683,False,False
60,2753,gaussian_bump,0.055294,1.0,25,11,0.57977,False,False
61,1672,cold_spot,0.055294,1.0,20,24,0.573312,False,False
62,3142,gaussian_bump,0.055294,1.0,33,43,0.591968,False,False
63,2937,gaussian_bump,0.055294,1.0,32,29,0.605924,False,False
64,2076,gaussian_bump,0.055294,1.0,16,21,0.580157,False,False
65,938,gaussian_bump,0.055294,1.0,47,38,0.58184,False,False
66,998,edge_feature,0.055294,1.0,32,32,0.300583,False,False
67,1494,gaussian_bump,0.055294,1.0,27,23,0.629094,False,False
68,4303,gaussian_bump,0.055294,1.0,46,25,0.596869,False,False
69,264,gaussian_bump,0.055294,1.0,14,51,0.686852,False,False
70,1771,cold_spot,0.055294,1.0,38,26,0.536044,False,False
71,972,cold_spot,0.055294,1.0,18,15,0.511765,False,False
72,2912,gaussian_bump,0.055294,1.0,13,35,0.579917,False,False
73,3823,cold_spot,0.055294,1.0,22,25,0.647971,False,False
74,3352,gaussian_bump,0.055294,1.0,52,21,0.591531,False,False
75,2768,edge_feature,0.055294,1.0,32,32,0.423871,False,False
76,2639,edge_feature,0.055294,1.0,32,32,0.413258,False,False
77,3098,edge_feature,0.055294,1.0,32,32,0.377717,False,False
78,4119,edge_feature,0.055294,1.0,32,32,0.515481,False,False
79,2821,edge_feature,0.055294,1.0,32,32,0.401724,False,False
80,3306,gaussian_bump,0.055294,1.0,15,22,0.533753,False,False
81,247,gaussian_bump,0.055294,1.0,29,11,0.671254,False,False
82,3423,gaussian_bump,0.055294,1.0,18,29,0.658401,False,False
83,4259,cold_spot,0.055294,1.0,45,37,0.486919,False,False
84,2277,edge_feature,0.055294,1.0,32,32,0.312224,False,False
85,4495,gaussian_bump,0.055294,1.0,44,48,0.524062,False,False
86,3468,edge_feature,0.055294,1.0,32,32,0.301252,False,False
87,4094,gaussian_bump,0.055294,1.0,36,46,0.578332,False,False
88,3474,cold_spot,0.055294,1.0,44,15,0.774339,True,True
89,4254,gaussian_bump,0.055294,1.0,34,32,0.747034,False,True
90,701,cold_spot,0.055294,1.0,36,16,0.676882,False,False
91,810,gaussian_bump,0.055294,1.0,34,12,0.553757,False,False
92,1912,cold_spot,0.055294,1.0,50,39,0.558234,False,False
93,2121,cold_spot,0.055294,1.0,36,30,0.650411,False,False
94,2308,edge_feature,0.055294,1.0,32,32,0.377909,False,False
95,4567,edge_feature,0.055294,1.0,32,32,0.342212,False,False
96,4107,edge_feature,0.055294,1.0,32,32,0.403553,False,False
97,295,cold_spot,0.055294,1.0,34,49,0.493431,False,False
98,3270,gaussian_bump,0.055294,1.0,44,47,0.637959,False,False
99,2498,edge_feature,0.055294,1.0,32,32,0.421024,False,False
100,1688,cold_spot,0.055294,1.0,37,25,0.642331,False,False
101,1877,edge_feature,0.055294,1.0,32,32,0.400695,False,False
102,2167,cold_spot,0.055294,1.0,46,45,0.668616,False,False
103,2889,cold_spot,0.055294,1.0,37,24,0.579508,False,False
104,1469,cold_spot,0.055294,1.0,38,33,0.595554,False,False
105,4746,gaussian_bump,0.055294,1.0,46,42,0.568956,False,False
106,2716,cold_spot,0.055294,1.0,16,18,0.498294,False,False
107,1131,edge_feature,0.055294,1.0,32,32,0.250918,False,False
108,2947,cold_spot,0.055294,1.0,27,23,0.633026,False,False
109,3624,gaussian_bump,0.055294,1.0,27,46,0.710254,False,False
110,1858,edge_feature,0.055294,1.0,32,32,0.238385,False,False
111,721,edge_feature,0.055294,1.0,32,32,0.341622,False,False
112,1147,cold_spot,0.055294,1.0,31,17,0.642216,False,False
113,3386,cold_spot,0.055294,1.0,42,42,0.543277,False,False
114,2069,cold_spot,0.055294,1.0,13,47,0.511871,False,False
115,2850,cold_spot,0.055294,1.0,27,49,0.655715,False,False
116,3858,edge_feature,0.055294,1.0,32,32,0.281329,False,False
117,3427,cold_spot,0.055294,1.0,47,32,0.673951,False,False
118,523,cold_spot,0.055294,1.0,36,40,0.597936,False,False
119,4256,edge_feature,0.055294,1.0,32,32,0.396422,False,False
120,2366,cold_spot,0.055294,1.0,19,29,0.517908,False,False
121,525,cold_spot,0.055294,1.0,19,34,0.583183,False,False
122,1008,cold_spot,0.055294,1.0,18,23,0.598458,False,False
123,458,edge_feature,0.055294,1.0,32,32,0.34123,False,False
124,2814,edge_feature,0.055294,1.0,32,32,0.362252,False,False
125,232,edge_feature,0.055294,1.0,32,32,0.371458,False,False
126,3283,cold_spot,0.055294,1.0,17,45,0.723987,False,True
127,3593,edge_feature,0.055294,1.0,32,32,0.342254,False,False
128,2995,cold_spot,0.055294,1.0,15,28,0.5648,False,False
129,3157,edge_feature,0.055294,1.0,32,32,0.496372,False,False
130,2449,edge_feature,0.055294,1.0,32,32,0.44784,False,False
131,347,gaussian_bump,0.055294,1.0,21,49,0.6652,False,False
132,478,cold_spot,0.055294,1.0,14,39,0.60435,False,False
133,1037,cold_spot,0.055294,1.0,17,15,0.645704,False,False
134,2792,edge_feature,0.055294,1.0,32,32,0.418817,False,False
135,1112,gaussian_bump,0.055294,1.0,29,38,0.650987,False,False
136,4516,cold_spot,0.055294,1.0,27,40,0.460544,False,False
137,1698,edge_feature,0.055294,1.0,32,32,0.27665,False,False
138,4584,edge_feature,0.055294,1.0,32,32,0.358688,False,False
139,4120,edge_feature,0.055294,1.0,32,32,0.35545,False,False
140,2267,edge_feature,0.055294,1.0,32,32,0.473497,False,False
141,4303,gaussian_bump,0.055294,1.0,48,26,0.59836,False,False
142,1288,edge_feature,0.055294,1.0,32,32,0.39814,False,False
143,2553,cold_spot,0.055294,1.0,26,51,0.482964,False,False
144,2102,cold_spot,0.055294,1.0,35,24,0.592771,False,False
145,2871,edge_feature,0.055294,1.0,32,32,0.423871,False,False
146,3158,gaussian_bump,0.055294,1.0,39,21,0.623953,False,False
147,1566,cold_spot,0.055294,1.0,35,19,0.55231,False,False
148,1420,gaussian_bump,0.055294,1.0,13,10,0.641977,False,False
149,1584,gaussian_bump,0.055294,1.0,43,51,0.702463,False,False
150,3829,gaussian_bump,0.055294,1.0,42,36,0.561139,False,False
151,2097,cold_spot,0.055294,1.0,40,25,0.523865,False,False
152,75,cold_spot,0.055294,1.0,15,36,0.43638,False,False
153,244,edge_feature,0.055294,1.0,32,32,0.310017,False,False
154,1317,edge_feature,0.055294,1.0,32,32,0.43875,False,False
155,4515,gaussian_bump,0.055294,1.0,47,40,0.571464,False,False
156,3373,gaussian_bump,0.055294,1.0,49,19,0.523553,False,False
157,3562,cold_spot,0.055294,1.0,45,34,0.590822,False,False
158,1079,cold_spot,0.055294,1.0,51,41,0.723732,False,True
159,1047,edge_feature,0.055294,1.0,32,32,0.453023,False,False
160,3278,edge_feature,0.055294,1.0,32,32,0.308412,False,False
161,4190,gaussian_bump,0.055294,1.0,29,23,0.645873,False,False
162,3655,gaussian_bump,0.055294,1.0,31,22,0.624956,False,False
163,2053,edge_feature,0.055294,1.0,32,32,0.521839,False,False
164,3179,cold_spot,0.055294,1.0,31,25,0.483377,False,False
165,2693,edge_feature,0.055294,1.0,32,32,0.448479,False,False
166,1289,edge_feature,0.055294,1.0,32,32,0.430846,False,False
167,1798,cold_spot,0.055294,1.0,25,17,0.723881,False,True
168,4273,gaussian_bump,0.055294,1.0,45,45,0.655511,False,False
169,610,gaussian_bump,0.055294,1.0,40,33,0.714806,False,False
170,4154,edge_feature,0.055294,1.0,32,32,0.529069,False,False
171,2806,edge_feature,0.055294,1.0,32,32,0.356888,False,False
172,1151,cold_spot,0.055294,1.0,23,35,0.613661,False,False
173,4698,edge_feature,0.055294,1.0,32,32,0.33473,False,False
174,2771,edge_feature,0.055294,1.0,32,32,0.398372,False,False
175,4734,gaussian_bump,0.055294,1.0,46,38,0.601004,False,False
176,221,gaussian_bump,0.055294,1.0,40,38,0.621064,False,False
177,3878,gaussian_bump,0.055294,1.0,20,28,0.572073,False,False
178,3064,gaussian_bump,0.055294,1.0,15,21,0.57031,False,False
179,4728,gaussian_bump,0.055294,1.0,51,13,0.663182,False,False
180,142,gaussian_bump,0.055294,1.0,46,43,0.713179,False,False
181,4058,gaussian_bump,0.055294,1.0,25,43,0.641268,False,False
182,876,edge_feature,0.055294,1.0,32,32,0.431867,False,False
183,1512,edge_feature,0.055294,1.0,32,32,0.293164,False,False
184,3122,cold_spot,0.055294,1.0,39,42,0.477767,False,False
185,2424,edge_feature,0.055294,1.0,32,32,0.326116,False,False
186,3264,gaussian_bump,0.055294,1.0,10,45,0.683475,False,False
187,3214,gaussian_bump,0.055294,1.0,19,23,0.604432,False,False
188,3076,gaussian_bump,0.055294,1.0,49,31,0.681862,False,False
189,2059,edge_feature,0.055294,1.0,32,32,0.346457,False,False
190,2527,gaussian_bump,0.055294,1.0,40,50,0.525926,False,False
191,2966,gaussian_bump,0.055294,1.0,28,49,0.57559,False,False
192,4234,gaussian_bump,0.055294,1.0,18,17,0.562994,False,False
193,2424,edge_feature,0.055294,1.0,32,32,0.398808,False,False
194,2797,cold_spot,0.055294,1.0,23,45,0.57646,False,False
195,2207,edge_feature,0.055294,1.0,32,32,0.319955,False,False
196,1148,gaussian_bump,0.055294,1.0,49,47,0.672792,False,False
197,2911,edge_feature,0.055294,1.0,32,32,0.392433,False,False
198,1949,edge_feature,0.055294,1.0,32,32,0.316317,False,False
199,2255,gaussian_bump,0.055294,1.0,26,28,0.593448,False,False
0,4687,edge_feature,0.110589,2.0,32,32,0.211599,False,False
1,4264,gaussian_bump,0.110589,2.0,11,39,0.652603,False,False
2,3625,gaussian_bump,0.110589,2.0,22,45,0.669926,False,False
3,2590,cold_spot,0.110589,2.0,24,20,0.753275,False,True
4,3823,cold_spot,0.110589,2.0,16,26,0.564325,False,False
5,3725,edge_feature,0.110589,2.0,32,32,0.233353,False,False
6,272,cold_spot,0.110589,2.0,49,22,0.533363,False,False
7,3297,gaussian_bump,0.110589,2.0,23,52,0.562855,False,False
8,819,cold_spot,0.110589,2.0,37,41,0.552534,False,False
9,4074,edge_feature,0.110589,2.0,32,32,0.239801,False,False
10,3999,gaussian_bump,0.110589,2.0,11,25,0.510842,False,False
11,3847,cold_spot,0.110589,2.0,34,44,0.450692,False,False
12,2383,edge_feature,0.110589,2.0,32,32,0.209364,False,False
13,3185,edge_feature,0.110589,2.0,32,32,0.18852,False,False
14,941,gaussian_bump,0.110589,2.0,27,30,0.631816,False,False
15,1272,cold_spot,0.110589,2.0,31,38,0.662063,False,False
