targetid,z,zwarn,spectype,deltachi2
39627179897651475,1.5433802360126727,4,GALAXY,1.8315665572881699
39627179947983891,1.542430193306878,0,GALAXY,31.456783533096313
39627185400580964,1.229150001183289,4,GALAXY,7.116455435752869
39627190848983445,0.7279887051089039,4,GALAXY,4.344634056091309
39627211623370194,3.142723720647681,0,QSO,3129.6809704173793
39627212718081286,-2.0746811454866175e-05,0,GALAXY,1047.1971426157415
39627218237784232,3.192209417538321,0,QSO,1517.9419183507562
39627223744906720,-2.696511024117213e-05,0,GALAXY,185.44892132071254
39627234830451468,1.2221184788839439,0,GALAXY,11.816208481788635
39627278388299947,1.5621602413696527,4,GALAXY,4.7093400955200195
39627328409573167,0.11898008672747672,0,GALAXY,24.62742274813354
39627340300425287,0.546021056024498,4,GALAXY,2.43263628333807
39627356880504576,0.5172206089268874,4,GALAXY,8.713782537728548
