pix,n_cw,n,n_ccw,cw_fraction,sigma_from_half
1898,355,686,331,0.5174927113702624,0.916324257985455
1899,354,746,392,0.4745308310991957,-1.3912788492826038
1945,25,52,27,0.4807692307692308,-0.2773500981126146
1946,19,55,36,0.34545454545454546,-2.292279532375023
1954,202,426,224,0.47417840375586856,-1.0659034828453202
1956,453,838,385,0.5405727923627685,2.349021021901787
1957,298,631,333,0.4722662440570523,-1.3933280001515576
1958,225,452,227,0.497787610619469,-0.09407208683835973
1960,73,159,86,0.4591194968553459,-1.0309670614335873
1961,113,227,114,0.4977973568281938,-0.0663723311599972
1962,501,994,493,0.5040241448692153,0.25374459187822046
1963,423,926,503,0.45680345572354214,-2.6289631196030996
1964,170,316,146,0.5379746835443038,1.3501054811112287
2019,56,111,55,0.5045045045045045,0.0949157995752499
2024,116,235,119,0.49361702127659574,-0.19569842191603265
2025,35,70,35,0.5,0.0
2026,40,97,57,0.41237113402061853,-1.7260884807271526
2027,88,176,88,0.5,0.0
2031,69,124,55,0.5564516129032258,1.2572371141874243
2095,45,78,33,0.5769230769230769,1.3587324409735149
2282,97,215,118,0.4511627906976744,-1.4321881128879943
