pix,n_cw,n,n_ccw,cw_fraction,sigma_from_half
199,324,656,332,0.49390243902439024,-0.31234752377721214
200,669,1416,747,0.4724576271186441,-2.0728266134656623
201,472,1008,536,0.46825396825396826,-2.0158105227158782
202,56,134,78,0.417910447761194,-1.9005105362789922
208,307,621,314,0.4943639291465378,-0.2809003238667948
209,383,764,381,0.5013089005235603,0.07235746052924216
210,420,853,433,0.492379835873388,-0.4451115223086355
211,425,908,483,0.46806167400881055,-1.9247976036399186
212,229,485,256,0.47216494845360824,-1.2260068448035495
231,78,163,85,0.4785276073619632,-0.5482823149915702
232,460,881,421,0.5221339387060159,1.3139433850319577
233,445,863,418,0.5156431054461182,0.9190906887192266
234,299,599,300,0.4991652754590985,-0.04085889232227185
235,292,578,286,0.5051903114186851,0.2495670992423109
236,85,169,84,0.5029585798816568,0.07692307692307693
237,264,532,268,0.49624060150375937,-0.173421993904824
238,373,743,370,0.5020188425302826,0.11005932573705796
239,337,689,352,0.48911465892597966,-0.5714544883195944
240,481,992,511,0.4848790322580645,-0.9525009525014287
241,745,1446,701,0.5152143845089903,1.1570937026840773
242,872,1793,921,0.48633575013943114,-1.1571933660092206
243,557,1135,578,0.4907488986784141,-0.623334786055301
244,386,811,425,0.4759556103575832,-1.369475225080216
245,37,89,52,0.4157303370786517,-1.58999682000954
247,159,307,148,0.5179153094462541,0.6278031600888846
249,185,357,172,0.5182072829131653,0.6880329612324521
251,291,533,242,0.5459662288930581,2.122425600938629
252,254,549,295,0.46265938069216755,-1.7498373590829117
253,356,678,322,0.5250737463126843,1.3057621334923666
254,379,739,360,0.5128552097428958,0.6989262981388242
255,48,99,51,0.48484848484848486,-0.30151134457776363
277,508,1027,519,0.4946445959104187,-0.3432475636778631
278,350,683,333,0.5124450951683748,0.6504869220243739
279,243,469,226,0.5181236673773987,0.7849870641173373
280,492,998,506,0.49298597194388777,-0.4431622564830429
281,39,89,50,0.43820224719101125,-1.1659976680069961
282,148,276,128,0.5362318840579711,1.203858530857692
283,301,615,314,0.4894308943089431,-0.5242105950545827
284,287,580,293,0.49482758620689654,-0.2491364395612199
285,207,403,196,0.5136476426799007,0.5479490295253897
286,597,1179,582,0.5063613231552163,0.43685202833051895
287,1051,2157,1106,0.4872508113120074,-1.1842342486515005
288,616,1268,652,0.48580441640378547,-1.0109807213431148
289,434,890,456,0.48764044943820223,-0.73744167546939
290,753,1444,691,0.5214681440443213,1.631578947368421
291,493,968,475,0.5092975206611571,0.5785419118799026
292,401,798,397,0.5025062656641605,0.14159846508095772
294,146,276,130,0.5289855072463768,0.9630868246861536
296,671,1320,649,0.5083333333333333,0.6055300708194984
297,92,178,86,0.5168539325842697,0.44971901339751685
298,311,622,311,0.5,0.0
299,208,428,220,0.48598130841121495,-0.5800418934273981
300,360,675,315,0.5333333333333333,1.7320508075688772
301,396,810,414,0.4888888888888889,-0.6324555320336759
326,102,215,113,0.4744186046511628,-0.7501937734175209
327,647,1333,686,0.48537134283570893,-1.0681925195463147
328,312,656,344,0.47560975609756095,-1.2493900951088486
329,137,269,132,0.5092936802973977,0.30485538042484617
330,494,974,480,0.5071868583162218,0.448588935278401
331,420,871,451,0.48220436280137774,-1.0503949287361305
332,218,462,244,0.47186147186147187,-1.2096294735180122
333,43,112,69,0.38392857142857145,-2.456769074559977
334,230,470,240,0.48936170212765956,-0.4612656040144425
335,499,990,491,0.5040404040404041,0.25425669046549126
336,552,1195,643,0.4619246861924686,-2.632433686338691
337,530,1035,505,0.5120772946859904,0.7770873402002615
338,671,1328,657,0.5052710843373494,0.3841749099639162
339,485,979,494,0.49540347293156284,-0.2876412474452669
340,623,1201,578,0.5187343880099917,1.2984971778557126
341,507,1007,500,0.5034756703078451,0.22058872208213906
342,470,878,408,0.5353075170842825,2.0923986518947637
343,454,878,424,0.5170842824601367,1.0124509605942404
344,262,543,281,0.48250460405156537,-0.8153680433034616
345,110,192,82,0.5729166666666666,2.0207259421636903
348,66,129,63,0.5116279069767442,0.26413527189768715
349,266,507,241,0.52465483234714,1.1102889792108188
350,449,844,395,0.5319905213270142,1.8587566552180885
351,644,1253,609,0.5139664804469274,0.9887636882920591
352,585,1193,608,0.490360435875943,-0.6658978523066598
379,34,63,29,0.5396825396825397,0.629940788348712
380,402,847,445,0.47461629279811096,-1.4774974853997065
381,306,664,358,0.4608433734939759,-2.0179913668364655
382,135,293,158,0.46075085324232085,-1.3436743470250678
383,84,186,102,0.45161290322580644,-1.3198240351921797
384,315,648,333,0.4861111111111111,-0.7071067811865476
385,244,468,224,0.5213675213675214,0.9245003270420484
386,155,302,147,0.5132450331125827,0.4603482701187488
387,199,403,204,0.49379652605459057,-0.24906774069335894
388,777,1539,762,0.5048732943469786,0.3823595564509362
389,566,1131,565,0.5004420866489832,0.02973505167250263
390,417,828,411,0.5036231884057971,0.20851441405707474
391,211,419,208,0.5035799522673031,0.14655959062380947
392,420,857,437,0.49008168028004667,-0.5807089378323818
393,195,380,185,0.5131578947368421,0.5129891760425771
394,423,842,419,0.502375296912114,0.13784910335911552
395,622,1216,594,0.5115131578947368,0.8029550685469661
396,615,1245,630,0.4939759036144578,-0.42511515094885177
397,561,1094,533,0.5127970749542962,0.8465436772196607
398,539,1033,494,0.5217812197483059,1.400110630395874
399,378,748,370,0.5053475935828877,0.29250896965085227
400,197,377,180,0.5225464190981433,0.8755445444618281
401,59,120,61,0.49166666666666664,-0.18257418583505536
403,167,317,150,0.526813880126183,0.9548151257129417
404,227,442,215,0.5135746606334841,0.5707817929853929
405,407,815,408,0.49938650306748467,-0.035028472205202936
406,644,1248,604,0.5160256410256411,1.1322770341445956
407,348,710,362,0.49014084507042255,-0.5254106375285611
436,62,131,69,0.4732824427480916,-0.6115928396627265
437,642,1232,590,0.5211038961038961,1.4814874939752933
438,571,1185,614,0.48185654008438816,-1.2491347216143724
439,683,1416,733,0.4823446327683616,-1.3287350086318348
440,113,228,115,0.4956140350877193,-0.13245323570650439
441,369,752,383,0.49069148936170215,-0.510527470242631
442,275,580,305,0.47413793103448276,-1.2456821978060995
443,184,348,164,0.5287356321839081,1.0721125348377947
444,207,405,198,0.5111111111111111,0.4472135954999579
445,300,618,318,0.4854368932038835,-0.7240661880382168
446,109,207,98,0.5265700483091788,0.7645528515426074
447,347,725,378,0.4786206896551724,-1.1513110966977216
448,130,237,107,0.5485232067510548,1.4940105456617512
449,51,106,55,0.4811320754716981,-0.38851434494290565
450,89,185,96,0.4810810810810811,-0.5146502354656654
452,35,75,40,0.4666666666666667,-0.5773502691896257
453,228,470,242,0.4851063829787234,-0.6457718456202195
454,569,1165,596,0.488412017167382,-0.7910442926672143
455,618,1221,603,0.5061425061425061,0.42927285527410686
456,612,1299,687,0.47113163972286376,-2.080926246066986
457,405,832,427,0.48677884615384615,-0.76271276980969
458,275,575,300,0.4782608695652174,-1.0425720702853738
459,399,836,437,0.4772727272727273,-1.3142574813455419
460,467,967,500,0.48293691830403307,-1.0612084582841468
461,189,382,193,0.49476439790575916,-0.20465780403866032
462,216,420,204,0.5142857142857142,0.5855400437691199
463,160,334,174,0.47904191616766467,-0.7660459172304158
464,333,626,293,0.5319488817891374,1.598721533954863
465,558,1093,535,0.5105215004574566,0.695693194621739
466,137,264,127,0.5189393939393939,0.6154574548966636
467,48,96,48,0.5,0.0
497,28,53,25,0.5283018867924528,0.4120816918460671
498,85,163,78,0.5214723926380368,0.5482823149915702
499,1022,2017,995,0.5066931085770947,0.6011887084461197
500,412,826,414,0.49878934624697335,-0.0695889000639221
501,171,336,165,0.5089285714285714,0.3273268353539886
502,55,114,59,0.4824561403508772,-0.3746343246326776
503,254,497,243,0.5110663983903421,0.4934174344178822
504,334,640,306,0.521875,1.1067971810589328
505,267,525,258,0.5085714285714286,0.3927922024247863
506,222,472,250,0.4703389830508475,-1.2888044650576527
507,349,720,371,0.4847222222222222,-0.8198915917499229
508,210,406,196,0.5172413793103449,0.6948083337796511
509,461,912,451,0.5054824561403509,0.33113308926626095
510,142,311,169,0.4565916398713826,-1.5310295382341053
511,61,145,84,0.4206896551724138,-1.9100460366360192
512,34,57,23,0.5964912280701754,1.4569855927715483
513,188,418,230,0.44976076555023925,-2.054287149786978
514,215,397,182,0.5415617128463476,1.6562225236540353
515,207,443,236,0.4672686230248307,-1.3778315806221817
516,162,318,156,0.5094339622641509,0.3364632924552266
517,769,1523,754,0.504924491135916,0.3843627636458541
518,899,1734,835,0.5184544405997693,1.5369347405698373
519,637,1257,620,0.5067621320604614,0.4794919082275405
520,482,974,492,0.4948665297741273,-0.3204206680560007
521,547,1086,539,0.503683241252302,0.2427588516137618
522,500,1002,502,0.499001996007984,-0.06318240236065635
523,417,891,474,0.468013468013468,-1.9095718489925029
524,294,570,276,0.5157894736842106,0.7539370349250518
525,327,638,311,0.512539184952978,0.6334460659719167
526,585,1199,614,0.48790658882402,-0.8375069242739662
527,515,1024,509,0.5029296875,0.1875
528,572,1177,605,0.48598130841121495,-0.9618906615929969
529,120,229,109,0.5240174672489083,0.7269004605005988
563,327,657,330,0.4977168949771689,-0.11704114719613057
564,685,1397,712,0.490336435218325,-0.7223797465394853
565,219,464,245,0.47198275862068967,-1.2070196981508372
567,180,387,207,0.46511627906976744,-1.372487132993442
568,241,527,286,0.4573055028462998,-1.9602307884106445
569,427,861,434,0.4959349593495935,-0.23855936180684895
570,321,632,311,0.5079113924050633,0.397778642087865
571,78,170,92,0.4588235294117647,-1.0737509843863184
572,152,328,176,0.4634146341463415,-1.3251783128981585
573,598,1205,607,0.4962655601659751,-0.2592680408620548
574,248,521,273,0.4760076775431862,-1.0952698858458088
575,324,693,369,0.4675324675324675,-1.7094086468945693
576,219,441,222,0.4965986394557823,-0.14285714285714285
577,203,445,242,0.45617977528089887,-1.848777306245911
578,68,134,66,0.5074626865671642,0.17277368511627203
579,464,877,413,0.5290763968072976,1.7221476343055946
580,139,249,110,0.5582329317269076,1.8378003265209861
581,280,587,307,0.47700170357751276,-1.1144092636075447
582,845,1618,773,0.5222496909765142,1.7899596365890622
583,622,1256,634,0.49522292993630573,-0.33859958878986024
584,845,1665,820,0.5075075075075075,0.6126788517448398
585,880,1716,836,0.5128205128205128,1.0621700090875885
586,513,1030,517,0.4980582524271845,-0.12463539056995115
587,105,213,108,0.49295774647887325,-0.2055566129482595
588,369,783,414,0.47126436781609193,-1.6081688022566925
589,334,696,362,0.47988505747126436,-1.0613372610104648
590,396,822,426,0.48175182481751827,-1.0463701596227337
591,553,1093,540,0.505946935041171,0.3932178926122873
592,688,1396,708,0.49283667621776506,-0.5352877275721892
593,351,704,353,0.49857954545454547,-0.07537783614444091
626,37,72,35,0.5138888888888888,0.23570226039551587
627,791,1613,822,0.4903905765654061,-0.7718706193040537
628,343,685,342,0.5007299270072992,0.03820803599504351
629,143,296,153,0.4831081081081081,-0.5812381937190965
630,139,277,138,0.5018050541516246,0.06008417681261097
631,169,332,163,0.5090361445783133,0.329292779969071
632,114,248,134,0.4596774193548387,-1.270001270001905
633,171,324,153,0.5277777777777778,1.0
634,251,512,261,0.490234375,-0.44194173824159216
635,95,194,99,0.4896907216494845,-0.28718326344709527
636,324,673,349,0.4814264487369985,-0.9636791806146247
637,503,951,448,0.5289169295478444,1.7834971965951842
638,350,671,321,0.5216095380029806,1.1195325828991654
639,414,788,374,0.5253807106598984,1.424940999758193
640,458,963,505,0.4755970924195223,-1.5145538328382064
641,277,568,291,0.4876760563380282,-0.5874269508076824
642,351,696,345,0.5043103448275862,0.227429413073671
643,589,1211,622,0.48637489677952106,-0.948291522977829
644,349,711,362,0.4908579465541491,-0.48753809040127705
645,494,969,475,0.5098039215686274,0.6103679378930738
646,924,1951,1027,0.47360328036904153,-2.331892845732292
647,673,1383,710,0.4866232827187274,-0.9949256649690831
648,893,1837,944,0.48611867174741424,-1.189914064865083
649,954,1921,967,0.4966163456533056,-0.296605820937579
650,741,1439,698,0.5149409312022237,1.1335431546223742
651,529,1047,518,0.5052531041069723,0.3399533649684771
652,775,1533,758,0.5055446836268754,0.4341880276029774
653,868,1753,885,0.49515116942384485,-0.406029850613567
654,588,1100,512,0.5345454545454545,2.2914862187910034
655,629,1231,602,0.5109666937449229,0.7695462703605499
656,686,1339,653,0.5123226288274833,0.9018278675079248
657,129,271,142,0.47601476014760147,-0.789693761000023
672,93,206,113,0.45145631067961167,-1.3934660285832354
673,35,59,24,0.5932203389830508,1.4320780207890627
674,125,250,125,0.5,0.0
675,115,233,118,0.49356223175965663,-0.19653653462412551
676,110,241,131,0.45643153526970953,-1.3527289154417448
677,310,571,261,0.542907180385289,2.0505861790615674
678,44,95,51,0.4631578947368421,-0.7181848464596079
691,61,105,44,0.580952380952381,1.6590301240125065
692,750,1506,756,0.49800796812749004,-0.15461042160902194
693,154,278,124,0.5539568345323741,1.7992804317122015
694,71,120,49,0.5916666666666667,2.008316044185609
695,312,654,342,0.47706422018348627,-1.1730928305086625
696,370,776,406,0.47680412371134023,-1.2923246855119286
697,109,242,133,0.45041322314049587,-1.5427784316797402
698,79,154,75,0.512987012987013,0.3223291856101521
699,60,136,76,0.4411764705882353,-1.3719886811400706
700,262,549,287,0.4772313296903461,-1.0669739994407998
701,351,733,382,0.47885402455661663,-1.1450111254873325
702,368,734,366,0.5013623978201635,0.07382134705255622
703,284,560,276,0.5071428571428571,0.3380617018914066
704,159,320,161,0.496875,-0.11180339887498948
705,394,818,424,0.48166259168704156,-1.0489254019125984
706,175,339,164,0.5162241887905604,0.5974379912529253
707,623,1215,592,0.5127572016460905,0.8893517313513328
708,586,1210,624,0.484297520661157,-1.092423191694531
709,496,970,474,0.511340206185567,0.7063774289747291
710,611,1231,620,0.49634443541835904,-0.25651542345351663
711,889,1747,858,0.5088723526044648,0.7416777342463622
712,722,1473,751,0.49015614392396467,-0.7556081341608543
713,993,1987,994,0.49974836436839454,-0.0224337081912659
714,965,1945,980,0.4961439588688946,-0.34011944068688865
715,753,1476,723,0.5101626016260162,0.7808688094430304
716,565,1180,615,0.4788135593220339,-1.455556274348955
717,996,2096,1100,0.4751908396946565,-2.2716305473186984
718,921,1832,911,0.5027292576419214,0.23363465675799888
719,666,1333,667,0.49962490622655664,-0.027389551783238836
720,539,1073,534,0.5023299161230196,0.15264062771816592
721,111,219,108,0.5068493150684932,0.2027212135198458
732,109,210,101,0.5190476190476191,0.5520524474738834
733,176,336,160,0.5238095238095238,0.8728715609439696
734,59,115,56,0.5130434782608696,0.27975144247209416
735,45,96,51,0.46875,-0.6123724356957946
736,262,517,255,0.5067698259187621,0.3078596479934797
737,264,568,304,0.4647887323943662,-1.6783627165933783
738,303,612,309,0.4950980392156863,-0.242535625036333
739,367,727,360,0.5048143053645117,0.2596156295432994
740,159,326,167,0.48773006134969327,-0.443079020497369
741,242,516,274,0.4689922480620155,-1.4087214501209981
742,208,407,199,0.5110565110565111,0.4461134373869487
755,127,262,135,0.4847328244274809,-0.49424165057217234
756,556,1063,507,0.5230479774223895,1.5028977967227737
757,152,273,121,0.5567765567765568,1.8762053512732877
758,155,290,135,0.5344827586206896,1.174440439029407
759,71,153,82,0.46405228758169936,-0.8892972917998876
760,84,157,73,0.535031847133758,0.8778955729143844
762,115,212,97,0.5424528301886793,1.2362450755382013
763,291,574,283,0.5069686411149826,0.3339135484518729
764,242,483,241,0.5010351966873706,0.045501575519329006
765,335,690,355,0.4855072463768116,-0.761386987626881
766,183,347,164,0.5273775216138329,1.0199734414805361
768,314,627,313,0.5007974481658692,0.03993615319154358
769,127,244,117,0.5204918032786885,0.6401843996644799
770,503,1023,520,0.4916911045943304,-0.531509589558614
771,116,218,102,0.5321100917431193,0.9481996460700349
772,418,854,436,0.4894613583138173,-0.6159473197462394
773,243,482,239,0.504149377593361,0.18219500746971076
774,511,1038,527,0.49229287090558765,-0.49661668419536065
775,646,1323,677,0.48828420256991684,-0.8522789688037332
776,542,1098,556,0.4936247723132969,-0.4225001481984198
777,771,1544,773,0.4993523316062176,-0.050898659855928764
778,675,1368,693,0.4934210526315789,-0.48666426339228763
779,721,1471,750,0.49014276002719237,-0.7561216293843481
780,634,1207,573,0.5252692626346314,1.7558046706353816
781,696,1434,738,0.48535564853556484,-1.1091102393416772
782,688,1368,680,0.5029239766081871,0.21629522817435007
783,592,1210,618,0.48925619834710743,-0.7474474469488896
784,342,692,350,0.49421965317919075,-0.3041143685078822
795,419,842,423,0.497624703087886,-0.13784910335911552
796,395,766,371,0.5156657963446475,0.8671552482359091
797,197,379,182,0.5197889182058048,0.7704982454062712
798,161,345,184,0.4666666666666667,-1.2382783747337807
799,240,468,228,0.5128205128205128,0.554700196225229
800,180,327,147,0.5504587155963303,1.8249041699107924
801,216,448,232,0.48214285714285715,-0.7559289460184544
802,150,278,128,0.539568345323741,1.319472316588948
803,119,257,138,0.46303501945525294,-1.18518743694843
804,214,420,206,0.5095238095238095,0.3903600291794133
805,103,193,90,0.533678756476684,0.9357604759733029
806,67,128,61,0.5234375,0.5303300858899106
807,147,309,162,0.47572815533980584,-0.8533201859828614
820,437,876,439,0.4988584474885845,-0.06757373783994859
821,871,1706,835,0.5105509964830012,0.8715915022394863
822,348,700,352,0.49714285714285716,-0.15118578920369088
823,174,363,189,0.4793388429752066,-0.787295821622217
825,86,173,87,0.49710982658959535,-0.07602859212697055
827,214,390,176,0.5487179487179488,1.9242047974589667
828,44,77,33,0.5714285714285714,1.2535663410560174
834,110,226,116,0.48672566371681414,-0.3991140631426436
835,631,1264,633,0.49920886075949367,-0.0562543950463012
836,179,339,160,0.528023598820059,1.03193834852778
837,375,742,367,0.5053908355795148,0.2936892392857409
838,139,287,148,0.4843205574912892,-0.5312532024908597
839,222,421,199,0.5273159144893111,1.1209514113057324
840,65,114,49,0.5701754385964912,1.4985372985307104
841,183,369,186,0.4959349593495935,-0.15617376188860607
842,360,751,391,0.4793608521970706,-1.1312060660116814
843,756,1508,752,0.5013262599469496,0.10300524052492095
844,579,1171,592,0.49444918872758326,-0.3798961609214223
845,632,1307,675,0.48355011476664117,-1.1894074701585071
846,347,685,338,0.5065693430656935,0.3438723239553916
847,486,1002,516,0.48502994011976047,-0.9477360354098452
848,582,1173,591,0.4961636828644501,-0.2627807231132027
859,322,649,327,0.49614791987673346,-0.19626716799471491
860,436,842,406,0.517814726840855,1.0338682751933663
861,361,691,330,0.5224312590448625,1.1792955782082268
862,59,130,71,0.45384615384615384,-1.0524696231684352
863,190,379,189,0.5013192612137203,0.051366549693751415
864,66,122,56,0.5409836065573771,0.9053574604251853
865,288,563,275,0.5115452930728241,0.5478846775494164
866,255,510,255,0.5,0.0
868,120,246,126,0.4878048780487805,-0.38254602783800296
869,91,190,99,0.4789473684210526,-0.5803810000880093
870,210,413,203,0.5084745762711864,0.34444748191358604
884,763,1527,764,0.4996725605762934,-0.02559060076303854
885,407,731,324,0.5567715458276333,3.0698658940395327
886,125,264,139,0.4734848484848485,-0.8616404368553291
887,239,459,220,0.5206971677559913,0.8868440532177395
889,93,201,108,0.4626865671641791,-1.0580184237878973
898,538,1113,575,0.4833782569631626,-1.1090577012608342
899,55,110,55,0.5,0.0
900,253,480,227,0.5270833333333333,1.18673220792786
901,60,110,50,0.5454545454545454,0.9534625892455924
902,61,161,100,0.37888198757763975,-3.0736305843324927
904,163,287,124,0.5679442508710801,2.3020972107937254
905,161,340,179,0.47352941176470587,-0.9761870601839528
906,487,949,462,0.5131717597471022,0.8115343414514944
907,611,1212,601,0.5041254125412541,0.287242494810713
908,598,1236,638,0.48381877022653724,-1.1377602479771485
909,599,1207,608,0.49627174813587405,-0.25905314812653174
910,432,873,441,0.4948453608247423,-0.3046038495400857
911,784,1590,806,0.4930817610062893,-0.5517268488330711
921,32,64,32,0.5,0.0
922,323,612,289,0.5277777777777778,1.3743685418725535
923,441,846,405,0.5212765957446809,1.2377054955105522
924,351,706,355,0.4971671388101983,-0.15054198589899628
925,79,164,85,0.4817073170731707,-0.4685212856658182
926,64,129,65,0.49612403100775193,-0.08804509063256238
927,95,201,106,0.472636815920398,-0.775880177444458
929,181,390,209,0.4641025641025641,-1.4178351139171335
930,322,672,350,0.4791666666666667,-1.0801234497346432
931,69,137,68,0.5036496350364964,0.0854357657716761
932,30,73,43,0.410958904109589,-1.5215349135496974
933,169,301,132,0.5614617940199336,2.1326445455056695
934,114,229,115,0.4978165938864629,-0.06608186004550898
948,65,125,60,0.52,0.4472135954999579
949,502,1031,529,0.486905916585839,-0.8408807908168044
950,62,132,70,0.4696969696969697,-0.6963106238227914
951,74,131,57,0.5648854961832062,1.4852968963237645
954,58,123,65,0.4715447154471545,-0.6311687442672026
959,259,524,265,0.49427480916030536,-0.26211121699831136
962,61,115,54,0.5304347826086957,0.6527533657682196
963,31,70,39,0.44285714285714284,-0.9561828874675149
964,248,533,285,0.4652908067542214,-1.6026479027495768
966,29,68,39,0.4264705882352941,-1.212678125181665
967,114,230,116,0.4956521739130435,-0.1318760946791574
968,353,694,341,0.5086455331412104,0.455513770800674
969,244,520,276,0.46923076923076923,-1.403292830891247
970,171,330,159,0.5181818181818182,0.6605782590758164
971,507,1065,558,0.476056338028169,-1.5627711032415337
972,448,890,442,0.503370786516854,0.20112045694619726
973,476,998,522,0.47695390781563124,-1.4561045570157123
974,668,1320,652,0.5060606060606061,0.4403855060505443
975,624,1261,637,0.4948453608247423,-0.36608826607349904
976,143,282,139,0.5070921985815603,0.23819653367016547
986,480,916,436,0.5240174672489083,1.4538009210011975
987,204,350,146,0.5828571428571429,3.1002304061841226
988,258,517,259,0.4990328820116054,-0.04397994971335425
989,38,63,25,0.6031746031746031,1.6378460497066512
990,111,229,118,0.4847161572052402,-0.46257302031856284
991,182,371,189,0.49056603773584906,-0.3634218921558155
993,125,238,113,0.5252100840336135,0.7778444682625973
994,236,456,220,0.5175438596491229,0.7492686492653552
995,182,345,163,0.527536231884058,1.0229256139105145
996,25,52,27,0.4807692307692308,-0.2773500981126146
997,115,232,117,0.4956896551724138,-0.13130643285972254
998,36,77,41,0.4675324675324675,-0.5698028822981898
1012,178,367,189,0.48501362397820164,-0.5741953260690686
1013,198,398,200,0.49748743718592964,-0.1002509414234171
1014,426,858,432,0.4965034965034965,-0.20483662259967567
1018,86,161,75,0.5341614906832298,0.8669214468630108
1021,46,96,50,0.4791666666666667,-0.4082482904638631
1022,97,180,83,0.5388888888888889,1.0434983894999017
1023,181,377,196,0.48010610079575594,-0.7725393039369071
1026,61,105,44,0.580952380952381,1.6590301240125065
1027,157,358,201,0.43854748603351956,-2.3254722593594357
1028,391,823,432,0.47509113001215064,-1.429170157470287
1030,184,396,212,0.46464646464646464,-1.407052941362897
1031,266,584,318,0.4554794520547945,-2.1517753103661565
1032,263,498,235,0.5281124497991968,1.2547100018550184
1033,97,221,124,0.43891402714932126,-1.8162165437900435
1034,589,1172,583,0.5025597269624573,0.1752618713510958
1035,418,864,446,0.4837962962962963,-0.9525793444156804
1036,304,626,322,0.48562300319488816,-0.7194246902796884
1037,492,993,501,0.4954682779456193,-0.2856063671889196
1038,686,1366,680,0.5021961932650073,0.16234013422468227
1039,383,777,394,0.4929214929214929,-0.3946228018337964
1049,181,389,208,0.4652956298200514,-1.3689543417211634
1050,200,400,200,0.5,0.0
1051,160,313,153,0.5111821086261981,0.39566339326095507
1052,197,378,181,0.5211640211640212,0.8229511997978235
1053,116,262,146,0.44274809160305345,-1.8534061896456462
1054,136,278,142,0.4892086330935252,-0.3598560863424403
1055,106,237,131,0.4472573839662447,-1.6239245061540772
1056,54,103,49,0.5242718446601942,0.4926646390821466
1058,109,239,130,0.4560669456066946,-1.3583770774416168
