# Galaxy Zoo DECaLS Spiral Galaxy Catalog
# Source: Walmsley et al. (2022), MNRAS 509:3966
# DOI: 10.5281/zenodo.4573248
# License: CC-BY-4.0
# Generated by: research/data_build/build_galaxy_spin_dataset.py
# Total spirals: 18979
#
# LIMITATION: This catalog identifies spiral galaxies but does NOT
# include CW/CCW winding direction. Galaxy Zoo DECaLS classifies
# winding TIGHTNESS (tight/medium/loose), not CHIRALITY.
# For CW/CCW counts, see galaxy_spin_counts.csv (Shamir 2024).
#
galaxy_id,ra,dec,redshift,spiral_vote_fraction,winding_tight,winding_medium,winding_loose,survey_source
J082727.67+254327.8,126.86516636814235,25.724369418013055,0.0074912757,0.7058823529411765,0.2916666666666667,0.2083333333333333,0.5,Galaxy_Zoo_DECaLS
J142211.00+135507.9,215.54467425551775,13.918066739556402,0.0076440955,0.9230769230769232,0.9166666666666666,0.0833333333333333,0.0,Galaxy_Zoo_DECaLS
J235437.31-000501.5,358.6554452627386,-0.0838004903502842,0.007738721,0.75,0.6111111111111112,0.3333333333333333,0.0555555555555555,Galaxy_Zoo_DECaLS
J121109.90+201037.0,182.7923567685872,20.1756661306979,0.00816645,1.0,0.9,0.1,0.0,Galaxy_Zoo_DECaLS
J155557.19+055559.0,238.98924264724982,5.931945631722708,0.008309094,0.8636363636363636,0.7368421052631579,0.1578947368421052,0.1052631578947368,Galaxy_Zoo_DECaLS
J090252.99+255612.6,135.72033120752036,25.937081332866658,0.0083385855,1.0,0.0,1.0,0.0,Galaxy_Zoo_DECaLS
J085640.64+002230.1,134.16942620442234,0.375052063113966,0.008397252,0.7857142857142857,0.7272727272727273,0.2272727272727273,0.0454545454545454,Galaxy_Zoo_DECaLS
J123251.64+201100.5,188.21516098638864,20.18352782103737,0.008450605,0.7777777777777778,0.5714285714285714,0.4285714285714285,0.0,Galaxy_Zoo_DECaLS
J150707.69+013239.3,226.78204129331152,1.5442780052241163,0.008488716,0.9523809523809524,0.45,0.4,0.15,Galaxy_Zoo_DECaLS
J233310.50-011730.9,353.29383839878324,-1.291917911235337,0.008495891,0.8387096774193549,0.2307692307692308,0.7692307692307693,0.0,Galaxy_Zoo_DECaLS
J233631.45+001750.1,354.1310578780475,0.29727039277123485,0.008528431,1.0,0.9534883720930232,0.0465116279069767,0.0,Galaxy_Zoo_DECaLS
J120919.74+185950.9,182.3322747092341,18.997449429824172,0.008586498,0.9130434782608696,0.6666666666666666,0.2380952380952381,0.0952380952380952,Galaxy_Zoo_DECaLS
J075952.29+053629.0,119.96796919932466,5.608098598160196,0.008732721,0.7857142857142857,0.5,0.3181818181818182,0.1818181818181818,Galaxy_Zoo_DECaLS
J233646.87+003724.2,354.1952314817905,0.6234255220022609,0.008815761,0.6428571428571429,0.0555555555555555,0.1111111111111111,0.8333333333333334,Galaxy_Zoo_DECaLS
J090544.29+252612.0,136.43466949595444,25.436676515918037,0.008902839,0.9166666666666666,0.5151515151515151,0.3636363636363637,0.1212121212121212,Galaxy_Zoo_DECaLS
